MsgID.GLOBAL_POSITION,1518624168.6734211,-121.9939373,37.4137413,0.1710000
MsgID.LOCAL_VELOCITY,1518624168.6734211,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624168.6847401,0.0799320,-0.0674691,-0.1752222
MsgID.LOCAL_VELOCITY,1518624168.6847401,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624168.9174440,-121.9939371,37.4137424,0.1980000
MsgID.LOCAL_VELOCITY,1518624168.9174440,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624168.9348259,0.1782770,-0.0589630,-0.2022875
MsgID.LOCAL_VELOCITY,1518624168.9348259,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1518624169.1145339,False,True
MsgID.GLOBAL_HOME,1518624169.1149800,-121.9939365,37.4137407,0.0000000
MsgID.GLOBAL_POSITION,1518624169.1667809,-121.9939371,37.4137410,0.2110000
MsgID.LOCAL_VELOCITY,1518624169.1667809,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624169.1859210,0.0370136,-0.0589630,-0.2116231
MsgID.LOCAL_VELOCITY,1518624169.1859210,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624169.4177620,-121.9939371,37.4137408,0.2040000
MsgID.LOCAL_VELOCITY,1518624169.4177620,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624169.4349620,0.0160588,-0.0589527,-0.2026855
MsgID.LOCAL_VELOCITY,1518624169.4349620,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624169.6669929,-121.9939373,37.4137410,0.1800000
MsgID.LOCAL_VELOCITY,1518624169.6669929,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624169.6861629,0.0340644,-0.0790485,-0.1775509
MsgID.LOCAL_VELOCITY,1518624169.6861629,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624169.9167490,-121.9939377,37.4137410,0.1450000
MsgID.LOCAL_VELOCITY,1518624169.9167490,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624169.9355881,0.0286511,-0.1065225,-0.1441171
MsgID.LOCAL_VELOCITY,1518624169.9355881,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1518624170.1136022,False,True
MsgID.GLOBAL_HOME,1518624170.1139641,-121.9939365,37.4137407,0.0000000
MsgID.GLOBAL_POSITION,1518624170.1672409,-121.9939368,37.4137406,0.1130000
MsgID.LOCAL_VELOCITY,1518624170.1672409,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624170.1857610,0.0027487,-0.0104515,-0.1079917
MsgID.LOCAL_VELOCITY,1518624170.1857610,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624170.4165099,-121.9939364,37.4137419,0.0830000
MsgID.LOCAL_VELOCITY,1518624170.4165099,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624170.4357691,0.1405972,0.0007658,-0.0832813
MsgID.LOCAL_VELOCITY,1518624170.4357691,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624170.6679540,-121.9939385,37.4137420,0.0710000
MsgID.LOCAL_VELOCITY,1518624170.6679540,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624170.6869750,0.1261617,-0.1964778,-0.0711141
MsgID.LOCAL_VELOCITY,1518624170.6869750,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624170.9168131,-121.9939389,37.4137402,0.0760000
MsgID.LOCAL_VELOCITY,1518624170.9168131,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624170.9362590,-0.0612279,-0.2169669,-0.0781411
MsgID.LOCAL_VELOCITY,1518624170.9362590,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1518624171.1149492,False,True
MsgID.GLOBAL_HOME,1518624171.1153960,-121.9939365,37.4137407,0.0000000
MsgID.GLOBAL_POSITION,1518624171.1686301,-121.9939381,37.4137411,0.0980000
MsgID.LOCAL_VELOCITY,1518624171.1686301,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624171.1869090,0.0558211,-0.1368318,-0.1000222
MsgID.LOCAL_VELOCITY,1518624171.1869090,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624171.4174221,-121.9939357,37.4137426,0.1300000
MsgID.LOCAL_VELOCITY,1518624171.4174221,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624171.4367909,0.2133438,0.0751577,-0.1321507
MsgID.LOCAL_VELOCITY,1518624171.4367909,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624171.6674759,-121.9939353,37.4137423,0.1610000
MsgID.LOCAL_VELOCITY,1518624171.6674759,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624171.6859908,0.1510035,0.1020004,-0.1658592
MsgID.LOCAL_VELOCITY,1518624171.6859908,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624171.9185312,-121.9939361,37.4137400,0.1920000
MsgID.LOCAL_VELOCITY,1518624171.9185312,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624171.9376299,-0.0868134,0.0123452,-0.1945669
MsgID.LOCAL_VELOCITY,1518624171.9376299,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1518624172.1155031,False,True
MsgID.GLOBAL_HOME,1518624172.1159110,-121.9939365,37.4137407,0.0000000
MsgID.GLOBAL_POSITION,1518624172.1689939,-121.9939383,37.4137409,0.2100000
MsgID.LOCAL_VELOCITY,1518624172.1689939,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624172.1874340,0.0326286,-0.1632917,-0.2109911
MsgID.LOCAL_VELOCITY,1518624172.1874340,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624172.4175539,-121.9939377,37.4137422,0.2140000
MsgID.LOCAL_VELOCITY,1518624172.4175539,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624172.4371881,0.1586739,-0.0987408,-0.2135774
MsgID.LOCAL_VELOCITY,1518624172.4371881,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624172.6675379,-121.9939366,37.4137412,0.2040000
MsgID.LOCAL_VELOCITY,1518624172.6675379,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624172.6863182,0.0450915,-0.0115691,-0.2024720
MsgID.LOCAL_VELOCITY,1518624172.6863182,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624172.9189749,-121.9939371,37.4137410,0.1800000
MsgID.LOCAL_VELOCITY,1518624172.9189749,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624172.9384818,0.0350151,-0.0566244,-0.1782367
MsgID.LOCAL_VELOCITY,1518624172.9384818,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1518624173.1145210,False,True
MsgID.GLOBAL_HOME,1518624173.1150169,-121.9939365,37.4137407,0.0000000
MsgID.GLOBAL_POSITION,1518624173.1673548,-121.9939368,37.4137407,0.1500000
MsgID.LOCAL_VELOCITY,1518624173.1673548,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624173.1861930,0.0053939,-0.0304232,-0.1501279
MsgID.LOCAL_VELOCITY,1518624173.1861930,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624173.4185479,-121.9939356,37.4137401,0.1240000
MsgID.LOCAL_VELOCITY,1518624173.4185479,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624173.4377370,-0.0623080,0.0724465,-0.1216824
MsgID.LOCAL_VELOCITY,1518624173.4377370,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624173.6684070,-121.9939378,37.4137402,0.1010000
MsgID.LOCAL_VELOCITY,1518624173.6684070,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624173.6875432,-0.0596628,-0.1405468,-0.1002710
MsgID.LOCAL_VELOCITY,1518624173.6875432,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624173.9176068,-121.9939378,37.4137393,0.0920000
MsgID.LOCAL_VELOCITY,1518624173.9176068,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624173.9366841,-0.1507836,-0.1195196,-0.0923828
MsgID.LOCAL_VELOCITY,1518624173.9366841,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1518624174.1148438,False,True
MsgID.GLOBAL_HOME,1518624174.1151638,-121.9939365,37.4137407,0.0000000
MsgID.GLOBAL_POSITION,1518624174.1684239,-121.9939374,37.4137398,0.0960000
MsgID.LOCAL_VELOCITY,1518624174.1684239,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624174.1869981,-0.0956222,-0.0924078,-0.0973069
MsgID.LOCAL_VELOCITY,1518624174.1869981,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624174.4185731,-121.9939388,37.4137397,0.1110000
MsgID.LOCAL_VELOCITY,1518624174.4185731,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624174.4379740,-0.1019797,-0.2052943,-0.1145955
MsgID.LOCAL_VELOCITY,1518624174.4379740,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624174.6699688,-121.9939374,37.4137412,0.1330000
MsgID.LOCAL_VELOCITY,1518624174.6699688,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624174.6869161,0.0643129,-0.0813665,-0.1341910
MsgID.LOCAL_VELOCITY,1518624174.6869161,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624174.9199302,-121.9939379,37.4137420,0.1540000
MsgID.LOCAL_VELOCITY,1518624174.9199302,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624174.9387121,0.1330561,-0.1469108,-0.1569514
MsgID.LOCAL_VELOCITY,1518624174.9387121,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1518624175.1156859,False,True
MsgID.GLOBAL_HOME,1518624175.1167841,-121.9939365,37.4137407,0.0000000
MsgID.GLOBAL_POSITION,1518624175.1707311,-121.9939391,37.4137409,0.1740000
MsgID.LOCAL_VELOCITY,1518624175.1707311,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624175.1874740,0.0384817,-0.2235689,-0.1765075
MsgID.LOCAL_VELOCITY,1518624175.1874740,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624175.4193070,-121.9939373,37.4137422,0.1870000
MsgID.LOCAL_VELOCITY,1518624175.4193070,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624175.4384589,0.1784969,-0.0611361,-0.1884494
MsgID.LOCAL_VELOCITY,1518624175.4384589,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624175.6685388,-121.9939357,37.4137418,0.1930000
MsgID.LOCAL_VELOCITY,1518624175.6685388,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624175.6877830,0.0979440,0.0760476,-0.1942559
MsgID.LOCAL_VELOCITY,1518624175.6877830,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624175.9205101,-121.9939365,37.4137412,0.1910000
MsgID.LOCAL_VELOCITY,1518624175.9205101,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624175.9381449,0.0678183,-0.0462660,-0.1904182
MsgID.LOCAL_VELOCITY,1518624175.9381449,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1518624176.1159732,False,True
MsgID.GLOBAL_HOME,1518624176.1163831,-121.9939365,37.4137407,0.0000000
MsgID.GLOBAL_POSITION,1518624176.1686761,-121.9939386,37.4137422,0.1780000
MsgID.LOCAL_VELOCITY,1518624176.1686761,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624176.1879711,0.1692483,-0.1912314,-0.1776788
MsgID.LOCAL_VELOCITY,1518624176.1879711,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624176.4201112,-121.9939373,37.4137427,0.1530000
MsgID.LOCAL_VELOCITY,1518624176.4201112,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624176.4389079,0.2225600,-0.0705011,-0.1539279
MsgID.LOCAL_VELOCITY,1518624176.4389079,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624176.6693430,-121.9939371,37.4137416,0.1230000
MsgID.LOCAL_VELOCITY,1518624176.6693430,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624176.6889448,0.0827841,-0.0498154,-0.1215404
MsgID.LOCAL_VELOCITY,1518624176.6889448,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624176.9206250,-121.9939366,37.4137398,0.0820000
MsgID.LOCAL_VELOCITY,1518624176.9206250,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624176.9390771,-0.0900407,-0.0196923,-0.0796567
MsgID.LOCAL_VELOCITY,1518624176.9390771,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1518624177.1176572,False,True
MsgID.GLOBAL_HOME,1518624177.1183219,-121.9939365,37.4137407,0.0000000
MsgID.GLOBAL_POSITION,1518624177.1697121,-121.9939376,37.4137415,0.0440000
MsgID.LOCAL_VELOCITY,1518624177.1697121,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624177.1891830,0.0873825,-0.1013278,-0.0440137
MsgID.LOCAL_VELOCITY,1518624177.1891830,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624177.4201531,-121.9939377,37.4137417,0.0040000
MsgID.LOCAL_VELOCITY,1518624177.4201531,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624177.4394381,0.0995673,-0.1017314,-0.0015813
MsgID.LOCAL_VELOCITY,1518624177.4394381,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624177.6717272,-121.9939359,37.4137395,-0.0300000
MsgID.LOCAL_VELOCITY,1518624177.6717272,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624177.6901791,-0.1349899,0.0638887,0.0332096
MsgID.LOCAL_VELOCITY,1518624177.6901791,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624177.9207711,-121.9939353,37.4137394,-0.0530000
MsgID.LOCAL_VELOCITY,1518624177.9207711,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624177.9402659,-0.1352680,0.1016382,0.0565792
MsgID.LOCAL_VELOCITY,1518624177.9402659,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1518624178.1159430,False,True
MsgID.GLOBAL_HOME,1518624178.1164060,-121.9939365,37.4137407,0.0000000
MsgID.GLOBAL_POSITION,1518624178.1708479,-121.9939359,37.4137404,-0.0660000
MsgID.LOCAL_VELOCITY,1518624178.1708479,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624178.1895502,-0.0350539,0.0524438,0.0667996
MsgID.LOCAL_VELOCITY,1518624178.1895502,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624178.4203610,-121.9939383,37.4137407,-0.0610000
MsgID.LOCAL_VELOCITY,1518624178.4203610,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624178.4396191,-0.0037253,-0.1692522,0.0602214
MsgID.LOCAL_VELOCITY,1518624178.4396191,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624178.6708312,-121.9939378,37.4137407,-0.0320000
MsgID.LOCAL_VELOCITY,1518624178.6708312,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624178.6892049,0.0002005,-0.1070916,0.0303817
MsgID.LOCAL_VELOCITY,1518624178.6892049,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624178.9224319,-121.9939371,37.4137410,0.0080000
MsgID.LOCAL_VELOCITY,1518624178.9224319,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624178.9397509,0.0338768,-0.0592528,-0.0120762
MsgID.LOCAL_VELOCITY,1518624178.9397509,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1518624179.1166620,False,True
MsgID.GLOBAL_HOME,1518624179.1171699,-121.9939365,37.4137407,0.0000000
MsgID.GLOBAL_POSITION,1518624179.1707020,-121.9939377,37.4137410,0.0680000
MsgID.LOCAL_VELOCITY,1518624179.1707020,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624179.1899650,0.0343360,-0.1154839,-0.0724467
MsgID.LOCAL_VELOCITY,1518624179.1899650,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624179.4216340,-121.9939376,37.4137410,0.1210000
MsgID.LOCAL_VELOCITY,1518624179.4216340,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624179.4408300,0.0340644,-0.0889516,-0.1292029
MsgID.LOCAL_VELOCITY,1518624179.4408300,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624179.6720860,-121.9939369,37.4137410,0.1730000
MsgID.LOCAL_VELOCITY,1518624179.6720860,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624179.6911340,0.0340644,-0.0365492,-0.1730397
MsgID.LOCAL_VELOCITY,1518624179.6911340,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518624179.9222040,-121.9939371,37.4137410,0.2000000
MsgID.LOCAL_VELOCITY,1518624179.9222040,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518624179.9416142,0.0346141,-0.0599047,-0.2023293
MsgID.LOCAL_VELOCITY,1518624179.9416142,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1518624180.1152582,False,True
MsgID.GLOBAL_HOME,1518624180.1155980,-121.9939365,37.4137407,0.0000000
MsgID.GLOBAL_POSITION,1518624180.1722381,-121.9939371,37.4137410,0.2080000
MsgID.LOCAL_VELOCITY,1518624180.1722381,0.0000000,0.0000000,0.0000000
